result_id,ticker,sector,composite_score
121,MU,semiconductors,51.52
122,ASML,semiconductors,44.94
123,ZION,regional_banks,39.96
124,KEY,regional_banks,41.91
125,HBAN,regional_banks,14.5
126,RF,regional_banks,41.93
127,FITB,regional_banks,32.56
128,NVDA,semiconductors,55.29
129,AMD,semiconductors,55.72
130,AVGO,semiconductors,57.08
131,TSM,semiconductors,49.38
132,MU,semiconductors,56.53
133,ASML,semiconductors,47.19
134,ZION,regional_banks,40.69
135,KEY,regional_banks,46.11
136,HBAN,regional_banks,11.83
137,RF,regional_banks,43.54
138,FITB,regional_banks,35.58
139,NVDA,semiconductors,49.49
140,AMD,semiconductors,46.42
141,AVGO,semiconductors,40.26
142,TSM,semiconductors,41.18
143,MU,semiconductors,42.83
144,ASML,semiconductors,41.27
145,ZION,regional_banks,48.17
146,KEY,regional_banks,53.58
147,HBAN,regional_banks,49.67
148,RF,regional_banks,51.98
149,FITB,regional_banks,45.56
150,NVDA,semiconductors,55.99
151,AMD,semiconductors,51.52
152,AVGO,semiconductors,45.42
153,TSM,semiconductors,46.22
154,MU,semiconductors,48.42
155,ASML,semiconductors,53.22
156,ZION,regional_banks,50.19
157,KEY,regional_banks,53.7
158,HBAN,regional_banks,51.54
159,RF,regional_banks,54.25
160,FITB,regional_banks,45.7
161,NVDA,semiconductors,49.55
162,AMD,semiconductors,44.14
163,AVGO,semiconductors,46.17
164,TSM,semiconductors,46.29
165,MU,semiconductors,47.46
166,ASML,semiconductors,49.36
167,ZION,regional_banks,53.99
168,KEY,regional_banks,55.89
169,HBAN,regional_banks,54.32
170,RF,regional_banks,55.46
171,FITB,regional_banks,51.26
172,NVDA,semiconductors,45.98
173,AMD,semiconductors,36.12
174,AVGO,semiconductors,47.42
175,TSM,semiconductors,37.05
176,MU,semiconductors,43.88
177,ASML,semiconductors,43.66
178,ZION,regional_banks,33.81
179,KEY,regional_banks,34.71
180,HBAN,regional_banks,37.45
181,RF,regional_banks,31.67
182,FITB,regional_banks,29.79
183,NVDA,semiconductors,32.02
184,AMD,semiconductors,19.25
185,AVGO,semiconductors,32.59
186,TSM,semiconductors,24.1
187,MU,semiconductors,25.09
188,ASML,semiconductors,32.86
189,ZION,regional_banks,47.79
190,KEY,regional_banks,52.94
191,HBAN,regional_banks,48.49
192,RF,regional_banks,45.23
193,FITB,regional_banks,43.09
194,NVDA,semiconductors,52.11
195,AMD,semiconductors,39.3
196,AVGO,semiconductors,53.03
197,TSM,semiconductors,44.47
198,MU,semiconductors,48.52
199,ASML,semiconductors,43.71
200,ZION,regional_banks,49.51
201,KEY,regional_banks,58.37
202,HBAN,regional_banks,52.36
203,RF,regional_banks,54.32
204,FITB,regional_banks,46.66
205,NVDA,semiconductors,52.23
206,AMD,semiconductors,37.78
207,AVGO,semiconductors,52.72
208,TSM,semiconductors,44.9
209,MU,semiconductors,47.57
210,ASML,semiconductors,46.72
211,ZION,regional_banks,49.49
212,KEY,regional_banks,58.35
213,HBAN,regional_banks,52.34
214,RF,regional_banks,54.3
215,FITB,regional_banks,46.61
216,NVDA,semiconductors,52.29
217,AMD,semiconductors,40.79
218,AVGO,semiconductors,44.89
219,TSM,semiconductors,42.96
220,MU,semiconductors,49.09
221,ASML,semiconductors,44.82
222,ZION,regional_banks,45.76
223,KEY,regional_banks,53.58
224,HBAN,regional_banks,48.27
225,RF,regional_banks,47.13
226,FITB,regional_banks,49.48
227,NVDA,semiconductors,32.73
228,AMD,semiconductors,20.34
229,AVGO,semiconductors,26.86
230,TSM,semiconductors,26.87
231,MU,semiconductors,31.43
232,ASML,semiconductors,28.23
233,ZION,regional_banks,51.37
234,KEY,regional_banks,50.27
235,HBAN,regional_banks,65.1
236,RF,regional_banks,52.29
237,FITB,regional_banks,53.31
238,NVDA,semiconductors,35.59
239,AMD,semiconductors,23.77
240,AVGO,semiconductors,30.71
241,TSM,semiconductors,29.72
242,MU,semiconductors,35.6
243,ASML,semiconductors,31.51
244,ZION,regional_banks,56.45
245,KEY,regional_banks,50.82
246,HBAN,regional_banks,63.02
247,RF,regional_banks,53.94
248,FITB,regional_banks,55.0
249,NVDA,semiconductors,42.51
250,AMD,semiconductors,39.58
251,AVGO,semiconductors,40.38
252,TSM,semiconductors,37.48
253,MU,semiconductors,50.06
254,ASML,semiconductors,43.17
255,ZION,regional_banks,38.65
256,KEY,regional_banks,32.35
257,HBAN,regional_banks,31.83
258,RF,regional_banks,30.2
259,FITB,regional_banks,37.39
260,LLY,healthcare,28.88
261,PFE,healthcare,31.03
262,MRK,healthcare,29.8
263,ABBV,healthcare,15.53
264,UNH,healthcare,40.36
265,JNJ,healthcare,39.65
266,NVDA,semiconductors,31.22
267,AMD,semiconductors,15.22
268,AVGO,semiconductors,25.83
269,TSM,semiconductors,24.16
270,MU,semiconductors,30.15
271,ASML,semiconductors,28.96
272,ZION,regional_banks,59.33
273,KEY,regional_banks,50.21
274,HBAN,regional_banks,35.79
275,RF,regional_banks,59.26
276,FITB,regional_banks,57.67
277,LLY,healthcare,44.2
278,PFE,healthcare,51.74
279,MRK,healthcare,55.36
280,ABBV,healthcare,31.6
281,UNH,healthcare,46.74
282,JNJ,healthcare,61.35
283,NVDA,semiconductors,31.41
284,AMD,semiconductors,21.17
285,AVGO,semiconductors,29.66
286,TSM,semiconductors,25.16
287,MU,semiconductors,32.75
288,ASML,semiconductors,32.64
289,ZION,regional_banks,56.32
290,KEY,regional_banks,48.92
291,HBAN,regional_banks,38.17
292,RF,regional_banks,58.29
293,FITB,regional_banks,56.48
294,LLY,healthcare,45.87
295,PFE,healthcare,49.6
296,MRK,healthcare,57.69
297,ABBV,healthcare,37.03
298,UNH,healthcare,47.76
299,JNJ,healthcare,52.61
300,NVDA,semiconductors,31.58
301,AMD,semiconductors,9.44
302,AVGO,semiconductors,26.49
303,TSM,semiconductors,31.46
304,MU,semiconductors,33.01
305,ASML,semiconductors,37.0
306,ZION,regional_banks,51.18
307,KEY,regional_banks,49.65
308,HBAN,regional_banks,34.6
309,RF,regional_banks,58.25
310,FITB,regional_banks,55.73
311,LLY,healthcare,44.67
312,PFE,healthcare,35.75
313,MRK,healthcare,44.33
314,ABBV,healthcare,31.93
315,UNH,healthcare,49.8
316,JNJ,healthcare,59.36
317,NVDA,semiconductors,24.82
318,AMD,semiconductors,9.62
319,AVGO,semiconductors,26.59
320,TSM,semiconductors,33.27
321,MU,semiconductors,35.99
322,ASML,semiconductors,36.03
323,ZION,regional_banks,33.05
324,KEY,regional_banks,30.66
325,HBAN,regional_banks,28.04
326,RF,regional_banks,32.47
327,FITB,regional_banks,35.0
328,LLY,healthcare,40.67
329,PFE,healthcare,37.21
330,MRK,healthcare,44.26
331,ABBV,healthcare,31.44
332,UNH,healthcare,56.41
333,JNJ,healthcare,53.64
334,NVDA,semiconductors,35.32
335,AMD,semiconductors,7.7
336,AVGO,semiconductors,33.87
337,TSM,semiconductors,30.16
338,MU,semiconductors,37.02
339,ASML,semiconductors,33.89
340,ZION,regional_banks,37.19
341,KEY,regional_banks,39.74
342,HBAN,regional_banks,25.95
343,RF,regional_banks,33.94
344,FITB,regional_banks,38.14
345,LLY,healthcare,45.33
346,PFE,healthcare,41.81
347,MRK,healthcare,46.95
348,ABBV,healthcare,37.6
349,UNH,healthcare,57.02
350,JNJ,healthcare,56.6
351,NVDA,semiconductors,33.22
352,AMD,semiconductors,4.01
353,AVGO,semiconductors,25.19
354,TSM,semiconductors,26.49
355,MU,semiconductors,32.14
356,ASML,semiconductors,26.16
357,ZION,regional_banks,56.0
358,KEY,regional_banks,50.7
359,HBAN,regional_banks,37.38
360,RF,regional_banks,48.55
361,FITB,regional_banks,47.93
362,LLY,healthcare,6.76
363,PFE,healthcare,27.14
364,MRK,healthcare,26.65
365,NVDA,semiconductors,33.99
366,AMD,semiconductors,3.68
367,AVGO,semiconductors,25.45
368,TSM,semiconductors,26.79
369,MU,semiconductors,30.97
370,ASML,semiconductors,26.54
371,ZION,regional_banks,55.97
372,KEY,regional_banks,50.38
373,HBAN,regional_banks,37.33
374,RF,regional_banks,48.51
375,FITB,regional_banks,47.94
376,LLY,healthcare,1.39
377,PFE,healthcare,28.64
378,MRK,healthcare,29.62
379,ABBV,healthcare,19.88
380,UNH,healthcare,36.72
381,JNJ,healthcare,34.86
382,NVDA,semiconductors,32.45
383,AMD,semiconductors,4.1
384,AVGO,semiconductors,29.34
385,TSM,semiconductors,26.57
386,MU,semiconductors,33.03
387,ASML,semiconductors,29.92
388,ZION,regional_banks,56.31
389,KEY,regional_banks,50.62
390,HBAN,regional_banks,37.44
391,RF,regional_banks,50.86
392,FITB,regional_banks,50.22
393,LLY,healthcare,0.77
394,PFE,healthcare,25.92
395,MRK,healthcare,26.01
396,ABBV,healthcare,19.43
397,UNH,healthcare,38.22
398,JNJ,healthcare,36.32
399,NVDA,semiconductors,41.58
400,AMD,semiconductors,5.72
401,AVGO,semiconductors,33.62
402,TSM,semiconductors,27.22
403,MU,semiconductors,31.41
404,ASML,semiconductors,32.85
405,ZION,regional_banks,57.38
406,KEY,regional_banks,52.19
407,HBAN,regional_banks,41.79
408,RF,regional_banks,49.42
409,FITB,regional_banks,51.34
410,LLY,healthcare,18.26
411,PFE,healthcare,28.14
412,MRK,healthcare,29.48
413,ABBV,healthcare,20.47
414,UNH,healthcare,35.93
415,JNJ,healthcare,32.14
416,NVDA,semiconductors,36.86
417,AMD,semiconductors,6.92
418,AVGO,semiconductors,37.65
419,TSM,semiconductors,31.68
420,MU,semiconductors,29.22
421,ASML,semiconductors,36.07
422,ZION,regional_banks,52.49
423,KEY,regional_banks,53.78
424,HBAN,regional_banks,41.23
425,RF,regional_banks,49.03
426,FITB,regional_banks,53.98
427,LLY,healthcare,32.47
428,PFE,healthcare,43.44
429,MRK,healthcare,35.24
430,ABBV,healthcare,57.31
431,UNH,healthcare,46.37
432,JNJ,healthcare,47.55
433,NVDA,semiconductors,37.21
434,AMD,semiconductors,7.07
435,AVGO,semiconductors,37.54
436,TSM,semiconductors,31.8
437,MU,semiconductors,28.92
438,ASML,semiconductors,37.32
439,ZION,regional_banks,53.03
440,KEY,regional_banks,53.89
441,HBAN,regional_banks,40.84
442,RF,regional_banks,49.03
443,FITB,regional_banks,53.98
444,LLY,healthcare,32.49
445,PFE,healthcare,43.19
446,MRK,healthcare,35.15
447,ABBV,healthcare,59.91
448,UNH,healthcare,46.37
449,JNJ,healthcare,47.49
450,NVDA,semiconductors,37.83
451,AMD,semiconductors,5.64
452,AVGO,semiconductors,41.76
453,TSM,semiconductors,39.9
454,MU,semiconductors,30.93
455,ASML,semiconductors,24.62
456,ZION,regional_banks,54.2
457,KEY,regional_banks,52.55
458,HBAN,regional_banks,39.46
459,RF,regional_banks,60.51
460,FITB,regional_banks,52.49
461,LLY,healthcare,29.2
462,PFE,healthcare,41.15
463,MRK,healthcare,39.12
464,ABBV,healthcare,51.59
465,UNH,healthcare,57.66
466,JNJ,healthcare,60.95
467,NVDA,semiconductors,45.27
468,AMD,semiconductors,3.75
469,AVGO,semiconductors,37.29
470,TSM,semiconductors,37.53
471,MU,semiconductors,29.41
472,ASML,semiconductors,24.33
473,ZION,regional_banks,51.4
474,KEY,regional_banks,47.0
475,HBAN,regional_banks,49.64
476,RF,regional_banks,56.02
477,FITB,regional_banks,50.11
478,LLY,healthcare,16.02
479,PFE,healthcare,46.66
480,MRK,healthcare,42.47
481,ABBV,healthcare,57.83
482,UNH,healthcare,64.33
483,JNJ,healthcare,62.56
484,NVDA,semiconductors,51.45
485,AMD,semiconductors,6.49
486,AVGO,semiconductors,39.95
487,TSM,semiconductors,36.83
488,MU,semiconductors,30.41
489,ASML,semiconductors,25.96
490,ZION,regional_banks,55.39
491,KEY,regional_banks,50.13
492,HBAN,regional_banks,51.1
493,RF,regional_banks,57.34
494,FITB,regional_banks,51.18
495,LLY,healthcare,18.53
496,PFE,healthcare,48.04
497,MRK,healthcare,47.54
498,ABBV,healthcare,59.11
499,UNH,healthcare,61.16
500,JNJ,healthcare,67.56
501,NVDA,semiconductors,37.39
502,AMD,semiconductors,10.57
503,AVGO,semiconductors,46.96
504,NVDA,semiconductors,50.24
505,AMD,semiconductors,8.13
506,AVGO,semiconductors,43.64
507,TSM,semiconductors,37.05
508,MU,semiconductors,31.94
509,ASML,semiconductors,26.62
510,ZION,regional_banks,55.05
511,KEY,regional_banks,52.19
512,HBAN,regional_banks,47.64
513,RF,regional_banks,58.15
514,FITB,regional_banks,54.29
515,LLY,healthcare,20.75
516,PFE,healthcare,52.46
517,MRK,healthcare,51.62
518,ABBV,healthcare,58.31
519,UNH,healthcare,52.89
520,JNJ,healthcare,61.72
521,AMZN,consumer_discretionary,57.15
522,TSLA,consumer_discretionary,38.29
523,HD,consumer_discretionary,56.36
524,NKE,consumer_discretionary,50.05
525,SBUX,consumer_discretionary,59.68
526,TGT,consumer_discretionary,59.35
527,NVDA,semiconductors,62.67
528,AMD,semiconductors,34.32
529,AVGO,semiconductors,65.87
530,TSM,semiconductors,53.77
531,MU,semiconductors,60.6
532,ASML,semiconductors,45.71
533,ZION,regional_banks,52.5
534,KEY,regional_banks,52.25
535,HBAN,regional_banks,51.69
536,RF,regional_banks,52.82
537,FITB,regional_banks,52.79
538,LLY,healthcare,1.34
539,PFE,healthcare,30.39
540,MRK,healthcare,24.14
541,ABBV,healthcare,15.74
542,UNH,healthcare,15.78
543,JNJ,healthcare,31.82
544,AMZN,consumer_discretionary,56.36
545,TSLA,consumer_discretionary,23.86
546,HD,consumer_discretionary,33.08
547,NKE,consumer_discretionary,24.19
548,SBUX,consumer_discretionary,39.41
549,TGT,consumer_discretionary,43.23
550,NVDA,semiconductors,65.36
551,AMD,semiconductors,37.6
552,NVDA,semiconductors,65.46
553,AVGO,semiconductors,69.91
554,AMD,semiconductors,40.11
555,TSM,semiconductors,57.2
556,AVGO,semiconductors,69.87
557,MU,semiconductors,58.4
558,TSM,semiconductors,57.7
559,ASML,semiconductors,48.85
560,MU,semiconductors,59.82
561,ZION,regional_banks,53.17
562,ASML,semiconductors,50.38
563,KEY,regional_banks,53.29
564,ZION,regional_banks,53.17
565,HBAN,regional_banks,53.83
566,KEY,regional_banks,53.17
567,RF,regional_banks,54.53
568,HBAN,regional_banks,55.08
569,FITB,regional_banks,51.53
570,RF,regional_banks,54.53
571,LLY,healthcare,7.76
572,FITB,regional_banks,51.53
573,PFE,healthcare,54.52
574,LLY,healthcare,7.76
575,MRK,healthcare,48.91
576,PFE,healthcare,54.51
577,ABBV,healthcare,35.54
578,MRK,healthcare,48.71
579,UNH,healthcare,20.65
580,ABBV,healthcare,37.18
581,JNJ,healthcare,41.13
582,UNH,healthcare,20.65
583,AMZN,consumer_discretionary,56.3
584,TSLA,consumer_discretionary,27.6
585,NVDA,semiconductors,67.6
586,AMD,semiconductors,58.51
587,AVGO,semiconductors,70.94
588,TSM,semiconductors,60.82
589,MU,semiconductors,61.71
590,ASML,semiconductors,49.99
591,ZION,regional_banks,55.47
592,KEY,regional_banks,48.65
593,HBAN,regional_banks,60.5
594,RF,regional_banks,58.4
595,FITB,regional_banks,53.33
596,LLY,healthcare,9.38
597,PFE,healthcare,56.18
598,MRK,healthcare,48.33
599,ABBV,healthcare,37.36
600,UNH,healthcare,25.23
601,JNJ,healthcare,42.9
602,AMZN,consumer_discretionary,57.39
603,TSLA,consumer_discretionary,29.55
604,HD,consumer_discretionary,34.3
605,NKE,consumer_discretionary,22.03
606,SBUX,consumer_discretionary,36.79
607,TGT,consumer_discretionary,43.87
608,NVDA,semiconductors,71.46
609,AMD,semiconductors,58.09
610,AVGO,semiconductors,71.08
611,TSM,semiconductors,60.81
612,MU,semiconductors,61.48
613,ASML,semiconductors,50.12
614,ZION,regional_banks,55.43
615,KEY,regional_banks,48.59
616,HBAN,regional_banks,60.5
617,RF,regional_banks,58.36
618,FITB,regional_banks,53.33
619,LLY,healthcare,9.58
620,PFE,healthcare,56.79
621,MRK,healthcare,48.46
622,ABBV,healthcare,34.92
623,UNH,healthcare,27.04
624,JNJ,healthcare,42.69
625,AMZN,consumer_discretionary,58.42
626,TSLA,consumer_discretionary,28.45
627,HD,consumer_discretionary,34.35
628,NKE,consumer_discretionary,22.98
629,SBUX,consumer_discretionary,35.27
630,TGT,consumer_discretionary,41.25
631,NVDA,semiconductors,52.16
632,AMD,semiconductors,34.58
633,AVGO,semiconductors,50.91
634,TSM,semiconductors,49.12
635,MU,semiconductors,46.23
636,ASML,semiconductors,32.46
637,ZION,regional_banks,58.6
638,KEY,regional_banks,53.35
639,HBAN,regional_banks,61.44
640,RF,regional_banks,65.35
641,FITB,regional_banks,56.48
642,LLY,healthcare,24.7
643,PFE,healthcare,64.84
644,MRK,healthcare,57.46
645,ABBV,healthcare,31.59
646,UNH,healthcare,42.56
647,JNJ,healthcare,49.45
648,AMZN,consumer_discretionary,69.12
649,TSLA,consumer_discretionary,48.58
650,HD,consumer_discretionary,56.61
651,NKE,consumer_discretionary,34.61
652,SBUX,consumer_discretionary,46.58
653,TGT,consumer_discretionary,36.71
654,NVDA,semiconductors,56.57
655,AMD,semiconductors,33.52
656,AVGO,semiconductors,50.58
657,TSM,semiconductors,45.03
658,MU,semiconductors,44.07
659,ASML,semiconductors,34.36
660,ZION,regional_banks,61.98
661,KEY,regional_banks,55.93
662,HBAN,regional_banks,62.89
663,RF,regional_banks,69.44
664,FITB,regional_banks,59.51
665,LLY,healthcare,31.68
666,PFE,healthcare,65.12
667,MRK,healthcare,58.57
668,ABBV,healthcare,33.61
669,UNH,healthcare,48.22
670,JNJ,healthcare,49.68
671,AMZN,consumer_discretionary,70.16
672,TSLA,consumer_discretionary,42.41
673,HD,consumer_discretionary,60.1
674,NKE,consumer_discretionary,43.27
675,SBUX,consumer_discretionary,46.47
676,TGT,consumer_discretionary,41.97
