timestamp_utc,model_version,scan_type,ticker,technical_score,positioning_score,sentiment_score,news_score,base_score,regime_modifier,sector_rotation_modifier,earnings_modifier,cross_ticker_modifier,seasonality_modifier,macro_modifier,final_score,signal_surfaced,direction,structure_recommended,ev_per_dollar,rr_ratio,entry_lower,entry_upper,stop_loss,target,notes,event_gate_blocked,event_gate_trigger
2026-07-24T20:30:53.717881+00:00,v2.2.10,post_close,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-07-27T12:30:18.175335+00:00,v2.2.18,pre_market,AMD,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='yahoo.com',True,fraud
2026-07-27T12:30:31.147171+00:00,v2.2.18,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='chartmill.com',True,tariff
2026-07-27T12:30:41.768347+00:00,v2.2.18,pre_market,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='yahoo.com',True,fraud
2026-07-27T23:21:43.535377+00:00,v2.2.18,post_close,AMD,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-07-27T23:21:43.987352+00:00,v2.2.18,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-07-27T23:21:44.487462+00:00,v2.2.18,post_close,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-07-28T00:40:48.376880+00:00,v2.2.18,post_close,AMD,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='yahoo.com',True,fraud
2026-07-28T00:41:02.143333+00:00,v2.2.18,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='chartmill.com',True,tariff
2026-07-28T00:41:14.472545+00:00,v2.2.18,post_close,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='Simply Wall Street',True,fraud
2026-07-28T20:35:48.425766+00:00,v2.2.20,post_close,AMD,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-07-28T20:35:48.957379+00:00,v2.2.20,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-07-28T20:35:49.465102+00:00,v2.2.20,post_close,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-07-29T12:30:36.505410+00:00,v2.2.24,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='chartmill.com',True,tariff
2026-07-29T12:31:00.068039+00:00,v2.2.24,pre_market,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='Simply Wall Street',True,fraud
2026-07-29T20:31:10.442456+00:00,v2.2.24,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-07-29T20:31:10.869919+00:00,v2.2.24,post_close,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-08-02T05:34:41.201477+00:00,v2.2.33,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-02T06:41:42.139527+00:00,v2.2.33,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-03T12:34:13.646087+00:00,v2.2.35,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-03T22:31:34.799700+00:00,v2.2.35,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-05T12:33:50.261966+00:00,v2.2.37,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-05T22:56:56.913464+00:00,v2.2.37,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-06T12:35:27.678977+00:00,v2.2.42,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-06T22:23:05.245540+00:00,v2.2.42,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-07T12:30:45.991522+00:00,v2.2.46,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-07T21:00:13.168365+00:00,v2.2.46,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-07T21:02:22.585067+00:00,v2.2.46,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-10T12:31:29.533498+00:00,v2.2.46,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-10T22:50:17.694970+00:00,v2.2.46,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-11T12:30:49.476826+00:00,v2.2.49,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-11T20:33:25.248545+00:00,v2.2.49,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-14T16:04:35.896980+00:00,v2.2.53,mid_session,UNH,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='TradingView',True,fraud
2026-08-14T16:05:02.916221+00:00,v2.2.53,mid_session,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='labor strike' source='seekingalpha.com',True,labor strike
2026-08-14T20:34:27.154823+00:00,v2.2.53,post_close,UNH,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-08-14T20:34:27.643092+00:00,v2.2.53,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='labor strike',False,labor strike
2026-08-17T12:37:12.443644+00:00,v2.2.57,pre_market,UNH,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='benzinga.com',True,fraud
2026-08-17T16:16:29.564601+00:00,v2.2.57,mid_session,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='consumer spending slowdown' source='finance.yahoo.com',True,consumer spending slowdown
2026-08-17T20:39:31.895290+00:00,v2.2.57,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='labor strike' source='seekingalpha.com',True,labor strike
2026-08-17T20:41:46.600028+00:00,v2.2.57,post_close,UNH,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-08-17T20:41:47.057632+00:00,v2.2.57,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='consumer spending slowdown',False,consumer spending slowdown
2026-08-18T12:39:04.974944+00:00,v2.2.57,pre_market,UNH,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='benzinga.com',True,fraud
2026-08-18T20:35:21.460161+00:00,v2.2.57,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='labor strike',False,labor strike
2026-08-18T20:35:21.943533+00:00,v2.2.57,post_close,UNH,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-08-19T12:38:51.722087+00:00,v2.2.61,pre_market,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='labor strike' source='seekingalpha.com',True,labor strike
2026-08-19T20:36:49.737114+00:00,v2.2.63,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='labor strike',False,labor strike
2026-08-24T12:31:01.219952+00:00,v2.2.93,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='yahoo.com',True,tariff
2026-08-24T12:33:01.030458+00:00,v2.2.93,pre_market,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=ticker trigger='fraud' source='yahoo.com',True,fraud
2026-08-24T20:32:34.239233+00:00,v2.2.93,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-24T20:32:34.682248+00:00,v2.2.93,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-24T20:32:35.110428+00:00,v2.2.93,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-24T20:35:40.319702+00:00,v2.2.93,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-24T20:35:40.775225+00:00,v2.2.93,post_close,KEY,,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='fraud',False,fraud
2026-08-25T12:32:40.001226+00:00,v2.2.99,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='chartmill.com',True,tariff
2026-08-25T12:33:09.703425+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T12:33:10.116532+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T12:33:10.522707+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T16:02:28.335253+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T16:02:28.801403+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T16:02:29.664602+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T16:09:59.274839+00:00,v2.2.99,mid_session,"LLY,PFE,MRK,ABBV,UNH,JNJ,AMGN,GILD,BMY,VRTX,TMO,ABT,ISRG,SYK",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='clinical hold' source='finance.yahoo.com',True,clinical hold
2026-08-25T16:09:59.756768+00:00,v2.2.99,critical,ABBV,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='clinical hold',False,clinical hold
2026-08-25T20:31:41.129222+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T20:31:41.778614+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T20:31:42.308111+00:00,v2.2.99,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-25T20:40:15.277904+00:00,v2.2.99,critical,ABBV,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='clinical hold',False,clinical hold
2026-08-25T20:44:16.589957+00:00,v2.2.99,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='boycott' source='finance.yahoo.com',True,boycott
2026-08-25T20:45:23.430666+00:00,v2.2.99,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-25T20:45:23.935457+00:00,v2.2.99,post_close,"LLY,PFE,MRK,ABBV,UNH,JNJ,AMGN,GILD,BMY,VRTX,TMO,ABT,ISRG,SYK",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='clinical hold',False,clinical hold
2026-08-26T14:39:56.971216+00:00,v2.2.101,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='The Globe and Mail',True,tariff
2026-08-26T14:40:37.948346+00:00,v2.2.101,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-26T14:40:38.385943+00:00,v2.2.101,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-26T14:40:38.778591+00:00,v2.2.101,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-26T14:44:41.553087+00:00,v2.2.101,pre_market,"LLY,PFE,MRK,ABBV,UNH,JNJ,AMGN,GILD,BMY,VRTX,TMO,ABT,ISRG,SYK",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='clinical hold' source='Yahoo Finance',True,clinical hold
2026-08-26T14:44:41.934052+00:00,v2.2.101,critical,ABBV,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='clinical hold',False,clinical hold
2026-08-26T14:48:16.680687+00:00,v2.2.101,critical,TGT,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='boycott',False,boycott
2026-08-26T21:12:39.670868+00:00,v2.2.102,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='boycott',False,boycott
2026-08-26T21:12:40.177363+00:00,v2.2.102,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-26T21:12:40.584438+00:00,v2.2.102,post_close,"LLY,PFE,MRK,ABBV,UNH,JNJ,AMGN,GILD,BMY,VRTX,TMO,ABT,ISRG,SYK",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='clinical hold',False,clinical hold
2026-08-27T12:34:20.621396+00:00,v2.2.111,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='The Globe and Mail',True,tariff
2026-08-27T12:35:00.578218+00:00,v2.2.111,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T12:40:52.429183+00:00,v2.2.111,pre_market,"LLY,PFE,MRK,ABBV,UNH,JNJ,AMGN,GILD,BMY,VRTX,TMO,ABT,ISRG,SYK",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='clinical hold' source='finance.yahoo.com',True,clinical hold
2026-08-27T12:40:52.868572+00:00,v2.2.111,critical,ABBV,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='clinical hold',False,clinical hold
2026-08-27T12:43:35.387396+00:00,v2.2.111,pre_market,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='boycott' source='finance.yahoo.com',True,boycott
2026-08-27T16:02:12.193076+00:00,v2.2.111,critical,NVDA,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T16:02:12.672124+00:00,v2.2.111,critical,NVDA,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T16:02:13.113483+00:00,v2.2.111,critical,NVDA,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T16:02:13.750418+00:00,v2.2.111,critical,NVDA,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T16:02:46.464116+00:00,v2.2.111,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T20:31:21.590409+00:00,v2.2.111,critical,NVDA,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T20:32:39.435445+00:00,v2.2.111,critical,QCOM,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-27T20:43:05.527757+00:00,v2.2.111,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-27T20:43:06.087415+00:00,v2.2.111,post_close,"LLY,PFE,MRK,ABBV,UNH,JNJ,AMGN,GILD,BMY,VRTX,TMO,ABT,ISRG,SYK",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='clinical hold',False,clinical hold
2026-08-27T20:43:06.562775+00:00,v2.2.111,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='boycott',False,boycott
2026-08-28T12:32:06.695613+00:00,v2.2.111,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='benzinga.com',True,tariff
2026-08-28T12:44:59.671304+00:00,v2.2.111,pre_market,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='boycott' source='finance.yahoo.com',True,boycott
2026-08-28T16:01:45.963679+00:00,v2.2.111,critical,TSM,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-28T16:01:46.387310+00:00,v2.2.111,critical,TSM,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-28T20:44:04.345153+00:00,v2.2.111,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-28T20:44:04.894094+00:00,v2.2.111,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='boycott',False,boycott
2026-08-29T07:36:59.502021+00:00,v2.2.114,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='The Globe and Mail',True,tariff
2026-08-29T07:43:47.632389+00:00,v2.2.114,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='boycott' source='Stocktwits',True,boycott
2026-08-31T12:45:18.332578+00:00,v2.2.119,critical,MU,,,,,,,,,,,,,False,,,,,,,,,OPEN POSITION CRITICAL EVENT ALERT — trigger='tariff',False,tariff
2026-08-31T20:37:58.554105+00:00,v2.2.119,post_close,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='tariff',False,tariff
2026-08-31T20:37:59.144958+00:00,v2.2.119,post_close,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_EXPIRED — trigger='boycott',False,boycott
2026-09-01T12:37:29.742297+00:00,v2.2.119,pre_market,"NVDA,AMD,AVGO,TSM,MU,ASML,TXN,ADI,AMAT,QCOM,KLAC",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='tariff' source='seekingalpha.com',True,tariff
2026-09-01T12:46:16.444022+00:00,v2.2.119,pre_market,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='guidance cut' source='finance.yahoo.com',True,guidance cut
2026-09-01T12:46:31.145948+00:00,v2.2.119,pre_market,"AMZN,TSLA,HD,NKE,SBUX,TGT,MCD,BKNG,TJX,LOW,ORLY",,,,,,,,,,,,,False,,,,,,,,,EVENT_GATE_TRIGGERED — scope=sector trigger='boycott' source='finance.yahoo.com',True,boycott
